customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4174-WICOO,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,86.92,4088.12,No
9185-OUKBR,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.15,795.34,No
9829-CYDUW,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.9,45.15,No
3090-ECGKU,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.83,1281.05,No
8613-ZYWTM,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),90.0,267.82,Yes
4774-BNGOS,Male,1,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,87.35,4337.8,No
2751-CKRBE,Male,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.3,2165.15,No
6070-WORWI,Male,0,No,No,67,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,77.78,5211.49,No
3125-IOZVI,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.73,1381.51,No
4472-JPBFD,Male,1,Yes,Yes,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.98,835.3,No
8289-NQWWA,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.9,1931.19,Yes
8927-TNYQA,Male,0,No,No,32,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,90.16,2883.52,No
5838-NWXHL,Male,0,No,No,28,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),60.38,1676.73,No
3532-WWMOA,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.25,3297.63,No
9850-NYAZL,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.24,239.31,Yes
8668-TOEJG,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.65,397.54,No
8420-VYUVX,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,70.27,4539.15,No
8742-TFQGM,Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.75,1370.35,Yes
7473-MQWRW,Female,1,No,Yes,37,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),48.32,1812.59,No
3797-MHSTW,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.66,753.11,No
4847-HMLWL,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,94.35,6017.55,No
2602-WSGDW,Female,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.1,841.49,Yes
4733-DBDED,Female,1,No,No,58,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.37,3545.13,No
7611-ZQVWK,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.5,579.81,Yes
2303-BEGRD,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.63,76.65,Yes
2316-OTQKH,Female,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.22,1483.78,No
2437-LWIIO,Male,0,Yes,Yes,32,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.84,2046.16,No
7607-YBTDR,Male,0,Yes,No,8,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.34,624.73,Yes
6768-GRISN,Female,0,No,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),58.69,0.0,No
6124-QLYMY,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),94.25,6779.83,No
4924-EUNWW,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.58,5175.06,No
7097-SKNNL,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),93.15,6439.93,No
7607-PRLJE,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),96.44,5582.75,No
5280-GNBSC,Male,0,No,No,62,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,98.15,6098.01,No
9091-FJMRA,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),98.45,5590.37,No
8505-PJSCL,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.82,1178.31,No
3179-PYWXT,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),93.42,2878.38,Yes
8678-LDUNY,Female,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.94,630.46,No
5342-LZXEW,Female,1,No,No,13,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),64.15,831.79,No
8567-TKQIL,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.92,1668.87,No
4698-ZPGLG,Male,1,No,No,68,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.28,5215.55,No
1924-MQWBY,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.17,3128.45,Yes
6777-FGVIZ,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.51,424.05,No
1490-IIRJB,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.92,5929.18,No
7561-KWXHT,Male,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.57,668.2,Yes
6046-GFBKS,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,63.15,391.17,Yes
5202-VFILS,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,77.54,5609.34,No
4740-BBEOE,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),56.98,1886.66,No
7961-ZHPNX,Female,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.15,478.22,No
2531-KJJSH,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,67.31,207.93,No
4661-YYTZA,Female,1,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,98.03,7062.58,No
4659-XPUQC,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.08,1825.19,No
7263-DLAFU,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),81.43,4612.98,No
6668-NVJEK,Male,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),60.37,1820.97,No
8902-MUEIO,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,97.96,970.49,Yes
9411-ACCYA,Female,0,Yes,No,69,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,62.27,4288.02,No
1552-AKPJZ,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.37,7267.7,No
8352-CUAYE,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,57.34,266.34,No
2980-CGWKM,Male,0,No,No,59,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.86,4403.73,No
6327-SLNLD,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.26,675.17,No
7678-RZPAJ,Male,1,No,No,49,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.79,2924.15,No
4241-BMLIK,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.4,559.65,No
2760-LQKZK,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,95.54,5642.12,No
6254-GTCAV,Male,0,Yes,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.43,868.01,No
1927-HYYKF,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.27,76.09,Yes
1877-SWNRS,Female,0,No,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.64,129.76,Yes
8959-KTSMZ,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.79,218.24,Yes
6204-PPEJD,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.66,7193.57,No
2366-VFFPU,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,56.95,4101.57,No
6559-LGPOD,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.02,388.45,Yes
5445-ZUTBB,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.45,0.94,Yes
8844-PKYVJ,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,101.53,1016.39,No
9200-PQTHH,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),64.54,593.94,No
1498-JLWOP,Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,55.99,1429.56,No
6952-CTBAH,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.96,1281.33,No
3183-JPIDH,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,52.03,854.74,No
4357-HYUSA,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,47.79,429.8,No
4372-QTBVZ,Male,1,No,No,65,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),63.91,4169.75,No
6651-RENPY,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,92.27,1200.28,Yes
9061-NTDNM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.76,59.17,No
2205-OHZQC,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.38,7.25,No
9435-EEWMD,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.89,1165.78,No
8160-VCVAV,Female,0,No,No,27,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),62.75,1714.84,No
6202-SCPKX,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.26,1663.98,No
7148-DEGIS,Male,1,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.47,0.0,Yes
3630-RELEB,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,103.31,514.47,No
9772-JPKXE,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.32,833.03,No
4892-VNFQC,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,98.43,2074.46,No
2385-MMMNE,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.03,1444.2,No
1332-VXFSY,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.1,1426.06,No
2523-ZCLCX,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.9,1748.22,Yes
7981-PGWVF,Female,1,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.22,447.29,No
1876-PFSAO,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,99.8,5980.9,No
6235-YMFUW,Female,0,Yes,Yes,67,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,64.8,4331.28,Yes
6913-XZYLS,Female,1,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.29,6055.52,Yes
5832-ERXDB,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),111.68,2768.25,No
4268-NXIBU,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),92.03,995.07,No
7165-NGWHF,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),95.81,5476.4,No
4779-KYHKG,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),57.82,307.38,No
5829-GTVTE,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.15,5004.01,No
9642-VPAXZ,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),110.14,2535.08,Yes
2529-XMYNH,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.26,746.54,No
2420-WNDID,Female,0,No,Yes,55,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),59.88,3267.31,No
3131-ARTCW,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.26,2989.5,Yes
3241-FCRHF,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.74,474.63,No
1873-ZKNKW,Male,0,No,No,66,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.01,4094.54,No
5133-RDKLO,Female,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,97.93,1976.07,No
5501-WNAIN,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,97.64,3494.76,No
2242-FYQZE,Male,1,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,82.58,5957.48,No
9109-HWMCU,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),92.16,2115.33,No
3864-ETLQS,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.46,353.76,No
2226-PNSET,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),87.85,5811.56,No
6933-ERXHD,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.05,934.45,No
8130-XBRZB,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.68,391.88,Yes
4907-CMZMQ,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),81.65,457.96,Yes
3440-GABJU,Male,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.84,1605.6,Yes
6041-SBUUC,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),82.69,5291.47,No
8012-CUSTT,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,74.48,1998.57,No
3513-QVPXI,Female,0,No,No,9,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.35,875.66,No
5368-RMEWJ,Male,1,No,No,69,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,58.81,4043.98,No
8196-YCHHP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.78,37.22,Yes
6600-OPLQX,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.96,6183.53,No
2980-ZRKLE,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),86.48,6208.98,No
4851-JLCVI,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.95,1072.45,Yes
2953-MEVCM,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.9,337.13,No
9268-GNIWX,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,93.6,180.29,No
4279-SLURT,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.07,400.18,Yes
8417-KSJMD,Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),60.44,4225.95,No
1903-ETIBL,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),88.32,874.83,No
6418-MAKHC,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,58.04,563.35,No
7078-UCGCN,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.53,5712.9,Yes
4230-HKZXS,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.84,1039.18,Yes
8693-BAACM,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,613.55,No
8224-EQCCM,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.64,514.02,Yes
2324-KBKKM,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.48,1643.9,Yes
1785-EKISJ,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.35,427.85,No
3763-IDUEM,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.54,5466.5,Yes
8556-SANYK,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.7,6492.01,No
2393-VRVFX,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.14,588.46,No
9195-JXTIC,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.83,701.04,No
8875-RMAZV,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.68,3649.79,No
2772-IFGXG,Female,0,No,No,63,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),67.01,4206.63,No
5013-GYVSY,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,102.76,1120.39,No
7989-WUMNL,Male,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.86,17.57,Yes
2261-ZJITI,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.3,1222.6,No
2875-YYSIX,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.47,2882.46,No
6065-NQSPV,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.51,390.22,No
8450-OFTZC,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,80.4,1780.53,No
2023-HIAXN,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,67.99,580.54,No
2802-XSZMZ,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.23,217.63,No
5113-SAUQG,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.73,960.09,No
8042-NPUKS,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.13,582.85,No
4000-XRRFZ,Female,0,No,Yes,32,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.14,2635.17,Yes
6767-PKVWC,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),90.17,5940.71,Yes
1781-ZBNPB,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.07,57.5,Yes
4517-XCDSE,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.09,6836.13,No
5942-HPSEY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,83.18,78.14,No
8787-DSQFL,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.0,7922.19,No
6871-BMLXB,Male,1,Yes,Yes,8,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.69,542.76,Yes
9437-LNEPM,Male,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),57.17,934.07,No
5224-BMUTI,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.25,5340.45,Yes
1732-MSRTF,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,80.5,1612.98,No
6476-ZASQP,Female,0,Yes,Yes,37,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,60.65,2262.99,No
4481-RCCHC,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.75,372.87,No
